segment,hydro_scenario,degradation_scenario,time_yr,element,x_mid_m,is_node_zone,q_effective_N_m,deflection_mm,sigma_bending_MPa,tau_shear_MPa,failure_index,failure_mode,E_L_GPa,sigma_t_ult_MPa,tau_ult_MPa,sed_fill_pct,veg_factor,deg_factor,defl_span_ratio,wall_thickness_mm
MED,P90,optimistic,1.0,10,0.585,True,320.1756,0.7793,3.515619,0.136601,0.000874,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,11,0.595,True,320.1756,0.785,3.551834,0.133606,0.000862,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,12,0.635,False,320.1756,0.8156,2.048366,0.067571,0.000186,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,13,0.705,False,320.1756,0.8284,2.164224,0.055924,0.000187,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,14,0.775,False,320.1756,0.8226,2.234726,0.00583,0.000164,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,15,0.845,False,320.1756,0.7983,2.142347,0.067583,0.000199,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,16,0.885,True,320.1756,0.7934,3.720976,0.13363,0.000903,bending,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,17,0.895,True,320.1756,0.7882,3.684755,0.136624,0.000914,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,18,0.935,False,320.1756,0.7416,1.961244,0.082558,0.000198,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,19,1.005,False,320.1756,0.6793,1.795412,0.094204,0.0002,bending,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,20,1.075,False,320.1756,0.6026,1.607726,0.105851,0.000204,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,21,1.145,False,320.1756,0.5133,1.398187,0.117498,0.000211,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,22,1.185,True,320.1756,0.4996,2.285156,0.223475,0.001426,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,23,1.195,True,320.1756,0.4857,2.224852,0.22647,0.001451,shear,11.6453,174.6802,6.3079,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,24,1.2375,False,320.1756,0.3752,1.087643,0.132888,0.000226,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,25,1.3125,False,320.1756,0.2554,0.807948,0.145366,0.000246,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,26,1.3875,False,320.1756,0.1294,0.503165,0.157845,0.000273,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.0,27,1.4625,False,320.1756,0.0,0.173296,0.170323,0.000309,shear,11.6453,174.6802,9.7045,35.0,0.1192,0.9704,0.000552,14.0
MED,P90,optimistic,1.5,0,0.035,False,252.6576,0.1056,0.135661,0.144603,0.000229,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,1,0.105,False,252.6576,0.209,0.395242,0.135114,0.000205,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,2,0.175,False,252.6576,0.3079,0.637211,0.125625,0.000186,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,3,0.245,False,252.6576,0.4004,0.861569,0.116136,0.000173,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,4,0.285,True,252.6576,0.413,1.768652,0.199285,0.001134,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,5,0.295,True,252.6576,0.4254,1.821168,0.196845,0.001115,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,6,0.335,False,252.6576,0.507,1.12415,0.103936,0.000161,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,7,0.405,False,252.6576,0.5782,1.308251,0.094447,0.000155,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,8,0.475,False,252.6576,0.6375,1.474741,0.084958,0.000152,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,9,0.545,False,252.6576,0.6835,1.623619,0.075469,0.000151,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,10,0.585,True,252.6576,0.6889,3.062707,0.126084,0.000728,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,11,0.595,True,252.6576,0.6941,3.095815,0.123644,0.00072,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,12,0.635,False,252.6576,0.7213,1.789155,0.063269,0.000152,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,13,0.705,False,252.6576,0.7328,1.897778,0.05378,0.000153,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,14,0.775,False,252.6576,0.7278,1.965902,0.005033,0.000131,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,15,0.845,False,252.6576,0.7062,1.879095,0.063846,0.000164,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,16,0.885,True,252.6576,0.7018,3.256604,0.124683,0.000761,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,17,0.895,True,252.6576,0.6971,3.223221,0.127123,0.000769,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,18,0.935,False,252.6576,0.6558,1.712182,0.076046,0.000162,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,19,1.005,False,252.6576,0.6005,1.562233,0.085535,0.000162,bending,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,20,1.075,False,252.6576,0.5325,1.394672,0.095024,0.000164,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,21,1.145,False,252.6576,0.4534,1.209499,0.104513,0.000169,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,22,1.185,True,252.6576,0.4413,1.973695,0.197884,0.001146,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,23,1.195,True,252.6576,0.429,1.920903,0.200324,0.001164,shear,11.472,172.0795,6.214,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,24,1.2375,False,252.6576,0.3313,0.937684,0.117052,0.00018,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,25,1.3125,False,252.6576,0.2255,0.694806,0.127219,0.000193,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,26,1.3875,False,252.6576,0.1142,0.43171,0.137386,0.000213,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,1.5,27,1.4625,False,252.6576,0.0,0.148396,0.147552,0.000239,shear,11.472,172.0795,9.56,47.5,0.2689,0.956,0.000489,13.5
MED,P90,optimistic,2.0,0,0.035,False,200.3942,0.093,0.115988,0.125053,0.000177,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,1,0.105,False,200.3942,0.184,0.338442,0.117272,0.000159,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,2,0.175,False,200.3942,0.2712,0.546609,0.109491,0.000146,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,3,0.245,False,200.3942,0.3528,0.740491,0.101711,0.000136,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,4,0.285,True,200.3942,0.3639,1.521809,0.175076,0.000899,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,5,0.295,True,200.3942,0.3749,1.567466,0.173075,0.000885,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,6,0.335,False,200.3942,0.4469,0.968776,0.091706,0.000127,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,7,0.405,False,200.3942,0.5098,1.130005,0.083926,0.000124,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,8,0.475,False,200.3942,0.5623,1.276949,0.076145,0.000122,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,9,0.545,False,200.3942,0.6032,1.409606,0.068364,0.000122,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,10,0.585,True,200.3942,0.608,2.663243,0.115051,0.0006,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,11,0.595,True,200.3942,0.6125,2.693157,0.113051,0.000593,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,12,0.635,False,200.3942,0.6368,1.559175,0.05836,0.000123,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,13,0.705,False,200.3942,0.6471,1.659179,0.050579,0.000125,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,14,0.775,False,200.3942,0.6426,1.723258,0.004351,0.000104,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,15,0.845,False,200.3942,0.6235,1.643205,0.05928,0.000134,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,16,0.885,True,200.3942,0.6196,2.842673,0.114707,0.000632,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,17,0.895,True,200.3942,0.6155,2.812325,0.116708,0.000639,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,18,0.935,False,200.3942,0.5789,1.491464,0.069284,0.000132,bending,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,19,1.005,False,200.3942,0.5299,1.357117,0.077065,0.000131,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,20,1.075,False,200.3942,0.4698,1.208484,0.084846,0.000132,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,21,1.145,False,200.3942,0.3999,1.045566,0.092627,0.000135,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,22,1.185,True,200.3942,0.3892,1.703951,0.174731,0.000916,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,23,1.195,True,200.3942,0.3783,1.657859,0.176732,0.000929,shear,11.3012,169.5176,6.1215,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,24,1.2375,False,200.3942,0.292,0.808282,0.102909,0.000142,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,25,1.3125,False,200.3942,0.1987,0.597648,0.111245,0.000152,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,26,1.3875,False,200.3942,0.1006,0.370615,0.119582,0.000166,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.0,27,1.4625,False,200.3942,0.0,0.127183,0.127919,0.000185,shear,11.3012,169.5176,9.4176,60.0,0.5,0.9418,0.000431,13.0
MED,P90,optimistic,2.5,0,0.035,False,175.0012,0.0864,0.105677,0.115198,0.000155,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,1,0.105,False,175.0012,0.1711,0.308513,0.108163,0.000139,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,2,0.175,False,175.0012,0.2521,0.498572,0.101128,0.000128,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,3,0.245,False,175.0012,0.328,0.675854,0.094093,0.000119,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,4,0.285,True,175.0012,0.3383,1.389497,0.162131,0.000792,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,5,0.295,True,175.0012,0.3485,1.431328,0.160322,0.00078,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,6,0.335,False,175.0012,0.4155,0.885013,0.085048,0.000112,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,7,0.405,False,175.0012,0.4741,1.033089,0.078013,0.000109,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,8,0.475,False,175.0012,0.5229,1.168388,0.070977,0.000107,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,9,0.545,False,175.0012,0.561,1.29091,0.063942,0.000107,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,10,0.585,True,175.0012,0.5654,2.440273,0.10786,0.000533,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,11,0.595,True,175.0012,0.5697,2.468024,0.106051,0.000528,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,12,0.635,False,175.0012,0.5923,1.429663,0.054897,0.000108,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,13,0.705,False,175.0012,0.6019,1.52298,0.047862,0.00011,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,14,0.775,False,175.0012,0.5978,1.583162,0.004007,9e-05,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,15,0.845,False,175.0012,0.58,1.508424,0.055876,0.000118,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,16,0.885,True,175.0012,0.5764,2.607965,0.107813,0.000564,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,17,0.895,True,175.0012,0.5725,2.579757,0.109622,0.000569,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,18,0.935,False,175.0012,0.5384,1.367385,0.064921,0.000116,bending,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,19,1.005,False,175.0012,0.4928,1.243086,0.071956,0.000116,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,20,1.075,False,175.0012,0.4369,1.106009,0.078991,0.000116,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,21,1.145,False,175.0012,0.3718,0.956155,0.086027,0.000119,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,22,1.185,True,175.0012,0.3619,1.557555,0.162084,0.000809,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,23,1.195,True,175.0012,0.3518,1.515266,0.163893,0.000821,shear,11.1329,166.9938,6.0303,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,24,1.2375,False,175.0012,0.2715,0.738456,0.095323,0.000125,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,25,1.3125,False,175.0012,0.1848,0.545629,0.102861,0.000134,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,26,1.3875,False,175.0012,0.0935,0.338134,0.110398,0.000146,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,2.5,27,1.4625,False,175.0012,0.0,0.115971,0.117936,0.000162,shear,11.1329,166.9938,9.2774,67.5,0.7311,0.9277,0.000401,12.5
MED,P90,optimistic,3.0,0,0.035,False,162.3682,0.0841,0.101173,0.111492,0.000149,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,1,0.105,False,162.3682,0.1665,0.295411,0.104723,0.000135,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,2,0.175,False,162.3682,0.2454,0.477489,0.097955,0.000123,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,3,0.245,False,162.3682,0.3192,0.647405,0.091186,0.000115,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,4,0.285,True,162.3682,0.3293,1.331164,0.157173,0.000765,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,5,0.295,True,162.3682,0.3392,1.371283,0.155433,0.000754,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,6,0.335,False,162.3682,0.4045,0.847999,0.082484,0.000108,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,7,0.405,False,162.3682,0.4615,0.990118,0.075715,0.000105,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,8,0.475,False,162.3682,0.5091,1.120075,0.068947,0.000103,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,9,0.545,False,162.3682,0.5461,1.237872,0.062178,0.000103,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,10,0.585,True,162.3682,0.5505,2.340397,0.104958,0.000515,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,11,0.595,True,162.3682,0.5546,2.367114,0.103218,0.000509,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,12,0.635,False,162.3682,0.5767,1.371455,0.053475,0.000104,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,13,0.705,False,162.3682,0.586,1.461455,0.046707,0.000105,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,14,0.775,False,162.3682,0.582,1.519612,0.003878,8.6e-05,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,15,0.845,False,162.3682,0.5647,1.44752,0.054463,0.000113,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,16,0.885,True,162.3682,0.5611,2.502206,0.104995,0.000544,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,17,0.895,True,162.3682,0.5574,2.475033,0.106735,0.000549,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,18,0.935,False,162.3682,0.5242,1.311656,0.063165,0.000111,bending,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,19,1.005,False,162.3682,0.4798,1.192086,0.069934,0.000111,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,20,1.075,False,162.3682,0.4253,1.060354,0.076702,0.000112,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,21,1.145,False,162.3682,0.362,0.916462,0.083471,0.000114,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,22,1.185,True,162.3682,0.3523,1.492692,0.15721,0.000783,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,23,1.195,True,162.3682,0.3424,1.452117,0.15895,0.000794,shear,10.9672,164.5076,5.9406,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,24,1.2375,False,162.3682,0.2643,0.70759,0.092415,0.000121,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,25,1.3125,False,162.3682,0.1799,0.522706,0.099667,0.000129,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,26,1.3875,False,162.3682,0.091,0.323861,0.106919,0.000141,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.0,27,1.4625,False,162.3682,0.0,0.111056,0.114171,0.000157,shear,10.9672,164.5076,9.1393,75.0,0.8808,0.9139,0.000391,12.0
MED,P90,optimistic,3.5,0,0.035,False,158.4873,0.0854,0.101272,0.112807,0.000157,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,1,0.105,False,158.4873,0.1691,0.295685,0.105944,0.000142,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,2,0.175,False,158.4873,0.2492,0.477898,0.099081,0.00013,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,3,0.245,False,158.4873,0.3242,0.647914,0.092219,0.000121,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,4,0.285,True,158.4873,0.3344,1.332156,0.158935,0.000805,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,5,0.295,True,158.4873,0.3445,1.37229,0.15717,0.000793,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,6,0.335,False,158.4873,0.4107,0.848581,0.083395,0.000113,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,7,0.405,False,158.4873,0.4686,0.990715,0.076532,0.00011,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,8,0.475,False,158.4873,0.517,1.12065,0.06967,0.000108,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,9,0.545,False,158.4873,0.5546,1.238387,0.062807,0.000107,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,10,0.585,True,158.4873,0.559,2.341236,0.105994,0.000537,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,11,0.595,True,158.4873,0.5632,2.367926,0.104229,0.000531,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,12,0.635,False,158.4873,0.5856,1.371839,0.053983,0.000108,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,13,0.705,False,158.4873,0.5951,1.461694,0.047121,0.000109,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,14,0.775,False,158.4873,0.591,1.519718,0.003924,8.8e-05,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,15,0.845,False,158.4873,0.5734,1.447746,0.054968,0.000117,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,16,0.885,True,158.4873,0.5698,2.502757,0.106001,0.000567,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,17,0.895,True,158.4873,0.566,2.475617,0.107766,0.000572,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,18,0.935,False,158.4873,0.5323,1.312043,0.063792,0.000116,bending,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,19,1.005,False,158.4873,0.4872,1.192556,0.070654,0.000116,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,20,1.075,False,158.4873,0.4319,1.060871,0.077517,0.000117,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,21,1.145,False,158.4873,0.3676,0.916987,0.08438,0.00012,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,22,1.185,True,158.4873,0.3577,1.49362,0.158942,0.000823,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,23,1.195,True,158.4873,0.3477,1.453036,0.160707,0.000835,shear,10.8039,162.0584,5.8521,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,24,1.2375,False,158.4873,0.2684,0.70807,0.093448,0.000127,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
MED,P90,optimistic,3.5,25,1.3125,False,158.4873,0.1826,0.523101,0.100801,0.000136,shear,10.8039,162.0584,9.0032,80.0,0.9526,0.9003,0.000397,11.5
